time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
12.325713,-0.840054,-1.136072,-0.021598
12.355591,-0.218848,-1.085644,-0.008343
12.385470,-0.414312,-1.049458,0.341950
12.425308,-1.935494,-0.627967,0.372412
12.455186,-3.410388,-0.465769,0.273845
12.485065,-4.659812,-0.504287,0.394449
12.524903,-5.881241,-0.433666,0.688512
12.554781,-6.020815,-0.396054,0.938150
12.594619,-6.469020,0.031731,1.387267
12.624498,-6.166358,0.751119,1.456280
12.654376,-3.745693,1.130981,1.421213
12.694214,1.211208,1.388350,1.655686
12.724093,1.600271,0.872350,2.568936
12.753971,3.434650,0.218969,2.125568
12.793809,1.724703,-0.432132,1.883501
12.823688,-1.637856,-0.316389,2.568275
12.853566,-4.571865,-0.377927,2.145240
12.893404,-5.025005,-0.142125,1.484023
12.923283,-3.632688,-0.287351,1.248417
12.953161,-2.021040,-0.075616,0.916718
12.992999,0.315810,-0.364490,0.404891
13.022878,2.698510,-1.283796,0.602403
13.052756,-0.342835,-1.207072,0.587493
13.092594,-3.078714,-0.734859,-0.601181
13.122473,-0.812840,-1.368867,-0.094994
13.152351,1.431789,-1.549384,-0.213859
13.192189,1.994296,-1.379857,-0.041017
13.222068,1.554001,-1.321485,-0.313501
13.251946,0.274978,-1.243842,-0.306045
13.291784,-0.901019,-0.415194,-0.637908
13.321663,-0.319856,0.553121,-0.895838
13.351542,0.881835,0.267605,-0.774310
13.391380,4.894776,2.395137,-1.020059
13.421258,4.627266,2.874797,-0.781402
13.461096,1.533946,1.214109,0.233081
13.490975,-0.234056,0.220154,-0.046637
13.520853,-0.862895,-0.346572,0.324823
13.560691,-2.588739,-0.730608,0.751990
13.590570,-1.857714,-0.072869,0.909534
13.620448,0.845013,-0.566189,2.064473
13.660286,-3.119129,-0.932152,0.548886
13.690165,-2.263733,0.259621,-1.295836
13.720043,0.209233,-0.035080,-0.365344
13.759881,2.248839,-0.190041,-0.140224
13.789760,0.194028,1.584031,-0.612271
13.819638,-5.057901,4.315656,-1.780983
13.859476,3.421919,7.516274,-3.934502
13.889355,7.007745,5.582567,-1.435427
13.919234,8.575699,6.374250,-0.391137
13.959072,4.236800,5.973205,1.744976
13.988950,2.294682,4.116342,0.346248
14.018829,-0.350455,3.889965,2.238983
14.058667,-2.161727,3.404760,1.616609
14.088545,-1.486330,1.527834,-0.131395
14.128383,-3.183042,-1.189098,-0.372642
14.158262,-2.975423,-3.236411,-0.346327
14.188140,-1.541881,-3.367377,0.142248
14.227978,-0.934284,-4.321312,0.432352
14.257857,-1.110205,-5.286161,-0.003847
14.287735,-1.046054,-5.741244,-0.120925
14.327573,-1.118245,-6.947343,0.531567
14.357452,-2.145153,-7.377123,-0.106008
14.387331,-4.922123,-4.464033,1.017079
14.427169,-4.284535,-4.480303,0.689445
14.457047,1.260633,-3.729914,1.379448
14.486926,6.075034,0.930830,-0.590219
14.526764,8.841582,-1.199663,-2.506632
14.556642,7.869705,-2.546875,-2.560366
14.586521,-1.388717,-2.614877,-1.737299
14.626359,-9.207547,-3.114182,1.589679
14.656237,-9.307734,1.006316,0.496085
14.686116,2.584388,5.651037,-1.927170
14.725954,9.182375,6.872599,0.261046
14.755832,2.588726,8.442591,5.675556
14.785711,3.274455,8.483759,1.905394
14.825549,5.558791,3.432001,3.961652
14.855428,8.687878,0.754384,4.017412
14.885306,3.203622,5.062940,10.785501
14.925144,-11.354556,-0.036136,1.677140
14.955023,-14.757060,0.211261,-3.359600
14.984901,-0.028037,1.782980,0.729456
15.024739,5.085404,-0.153780,1.287235
15.054618,4.127387,-0.723823,-0.988057
15.094456,-2.564644,-2.515139,-1.312790
15.124334,-4.240484,-2.859350,-1.781990
